SKU,Price,ShippingCategory,Name,Description,Taxons,OptionTypes,variant_sku,variant_price
XIAN003B,$166.99,Default,Chinese Style Rattan Top End Table,,Comfy Chairs>Accent Chairs,"color:BLK,ORG",XIAN003B BLK|XIAN003B ORG,$166.99
